9220929,Contemporary Sofa Bed (PU Leather White),Lazada,139,54,- PU Leather- Convertible Sofa Bed- White,http://sg-live-03.slatic.net/p/3/contemporary-sofa-bed-pu-leather-white-3512-9290229-2281345cc0ec2061f010776e9a66b459-product.jpg,0,furniture,
9219520,3M Command 17072 Value Pack Hooks,Lazada,20,0,- Damage-Free Hanging - No nail holes- Holds strongly and removes cleanly- Works on a variety of surfaces- tile  fiberglass  painted\nsurfaces  finished wood  mirrors & more!,http://sg-live-02.slatic.net/p/3/3m-command-17072-value-pack-hooks-1365-0259129-49a1c378f2ecb94801c3e0dfbce8cbbb-product.jpg,100,home-improvement,
8951709,5pcs Magic Eraser Cleaning Cotton Nano Emery Sponge - Intl,Lazada,5,50,- Easy to clean the Kitchen utensils- Ideal for brushed bowl  Stainless etc- It is a good helper for your life- Material: Carborundum and Sponge- Size: Approx.98 x 70 x 25mm/3.85 x 2.75 x 0.98 inch- Color: AS picture shows,http://sg-live-02.slatic.net/p/3/5pcs-magic-eraser-cleaning-cotton-nano-emery-sponge-intl-2396-9071598-c482d67f2b4460a22a6d0c02c856806a-product.jpg,0,housekeeping,
8917240,Univonna Javier 3-Seater Recliner Sofa - Mocha,Lazada,735,37,- High-quality synthetic leather- High-Resiliency Foam Cushions- Solid Wood Frame- Comfort Level: 8/10- 2 Manual Recliners on the side- Item will be shipped within 10 days,http://sg-live-01.slatic.net/p/3/univonna-javier-3-seater-recliner-sofa-mocha-4831-0427198-bfdbeda16ddc3e6b93518575c46a2ff3-product.jpg,0,furniture,
8612933,HomeBuddy Wooden Organizer/Monitor Riser-5MM THICKNESS WOOD (Latest Design!)-Std DO WOODY,Lazada,20,50,- Desktop organiser with drawer features 4 pen\nholes- Made of 5mm thick wood for a stable\nstructure.-  ZOptions to choose:- 3 colors available (Black   White  Woody)- Dimensions: ,http://sg-live-02.slatic.net/p/3/homebuddy-wooden-organizer-monitor-riser-5mm-thickness-wood-latest-design-std-do-woody-8338-3392168-ee8c6fd85f79ee8b29bb418147df06df-product.jpg,100,furniture,
8612874,Computer Study Table (Model: T3 - BHT),Lazada,59,54,- Fashionable\ndesign- Perfect\nfor studying- High\ndurability- Perfect\nFinish- Excellent\nquality- DIY\nInstallation,http://sg-live-01.slatic.net/p/3/computer-study-table-model-t3-bht-3242-4782168-c40076c0ec07f111494d44d3603a4d1d-product.jpg,40,furniture,
8612171,Nordic Style Designer Linen Fabric Sofa Flow Series (3 seater),Lazada,503,50,- Solid wood frame ensure stability  durability- Classical design  enhance home decor- Generous foam cushioning ensure comfortable and relax,http://sg-live-01.slatic.net/p/3/nordic-style-designer-linen-fabric-sofa-flow-series-3-seater-2096-1712168-3cf723fc624302bb8fdf94a29d245f71-product.jpg,0,furniture,
8493344,KitchenAid Dish Brush (Red),Lazada,30,50,- Material: plastic handle and nylon bristles- Suited for scrubbing baked-on stains and grease- Cleans dinnerware- Replaceable brush head- Non-stick cookware without abrasion- Brush with soap-dispensing handle,http://sg-live-01.slatic.net/p/3/kitchenaid-dish-brush-red-7746-4433948-ab402428b1f29ee292c1c14670fed0e7-product.jpg,0,housekeeping,
8397302,Boomjoy M7 Spin Mop,Lazada,37,38,- \n BOOMJOY® M7 SPIN MOP \n\n\n\n\n\n \n\n\n\n\n\n\n\n\n\n \n \n \n \n ,http://sg-live-01.slatic.net/p/3/boomjoy-m7-spin-mop-7962-2037938-05094261c0f707f3f4b6ea46dcd8db49-product.jpg,100,housekeeping,
8372431,Genuine Leather Boss Chair 338 (Black),Lazada,161,46,- Genuine(Real) leather- Free installation - Ergonomic design,http://sg-live-02.slatic.net/p/3/genuine-leather-boss-chair-338-black-6682-1342738-d18ef9e6758bc075d102bce9f1601315-product.jpg,80,furniture,
8354500,Foldable Lazy Bed Desk/Portable Table/Desk/Laptop Table/Bed Table/Picnic Table Easy Carry / Table on Bed Study Desk Small Coffee Table,Lazada,27,75,- Size: 60 x 40 x 30cm - Material: Composite Wood   Stainless Steel- Color: Brown- Foldable legs for easy storage- Workstation that goes where you go. Read  Eat or use your\nlaptop from the comfort of your own bed  couch or chair- Easy to carry,http://sg-live-03.slatic.net/p/3/foldable-lazy-bed-desk-portable-table-desk-laptop-table-bed-table-picnic-table-easy-carry-table-on-bed-study-desk-small-coffee-table-7728-0054538-5ebbcff5102702de7ff1f84becdf3f51-product.jpg,80,furniture,
8193852,(D: Laundry Today or Naked) Fabric Laundry Basket,Lazada,9,90,- These Laundry baskets are brilliant. -  Made from sturdy  coated polycotton canvas  they\'re big\nenough to take a  week\'s worth of washing and they fold up\nflat so you can easily hide them away.  - These handy laundry bags are good looking enough to grace the\nsmartest bedrooms  landings or bathrooms but they\'d also make the\nperfect gift for your student son or daughter  or for someone who\nlikes to be organised on a family holiday.  These excellent\nlaundry baskets are great value too so you can pop one in every\nbedroom.  It\'s no hassle to fling the washing in so kiss\ngoodbye to piles of clothes all over the house. Bliss.,http://sg-live-03.slatic.net/p/3/d-laundry-today-or-naked-fabric-laundry-basket-7379-2583918-e4439d6aecd8dd4c1cce3fdd48183b28-product.jpg,80,housekeeping,
8193845,(A: Plan to wash) Fabric Laundry Basket,Lazada,9,90,- These Plan to Wash Laundry baskets are\nbrilliant. -  Made from sturdy  coated polycotton canvas  they\'re\nbig enough to take a  week\'s worth of washing and they fold up\nflat so you can easily hide them away.  - These handy laundry bags are good looking enough to grace\nthe smartest bedrooms  landings or bathrooms but they\'d also make\nthe perfect gift for your student son or daughter  or for someone\nwho likes to be organised on a family holiday.  These\nexcellent laundry baskets are great value too so you can pop one in\nevery bedroom.  It\'s no hassle to fling the washing in so kiss\ngoodbye to piles of clothes all over the house. Bliss.,http://sg-live-02.slatic.net/p/3/a-plan-to-wash-fabric-laundry-basket-7061-5483918-dd227c1fd9f35fdd63c8e4da3fc1293d-product.jpg,0,housekeeping,
7974050,3M Scotchgard Spot Remover & Upholstery Cleaner,Lazada,15,0,- Removes most common spots and spills effectively- No rinsing required- No sticky residue to cause resoiling- Easy to use,http://sg-live-02.slatic.net/p/3/3m-scotchgard-spot-remover-andamp-upholstery-cleaner-1402-0504797-90309db4eb5b26889eee3b24f956d231-product.jpg,0,housekeeping,
7914793,Multipurpose Foldable Table,Lazada,32,36,- Simple Affordable foldable table- Lightweight multi-purpose- Can be used as coffee table  bedside table  bed table \nlaptop table and sofa table- Multi-environment usage : bed  home  in the wild  car\netc.- Provides stable surface and varying tilts- Thin design and convenient to carry along with\nlaptop,http://sg-live-03.slatic.net/p/3/multipurpose-foldable-table-4171-3974197-f997b19761b854a5a10578bfbe927643-product.jpg,0,furniture,
7423818,FRG Leather Polish Wet Wipes 4s (5 Boxes),Lazada,14,0,- Quick Cleaning- Water Repellent- Protects and Polishes- Use on: leather furniture  handbags  luggage belts  car\ninteriors and upholsteries- Shelf life: 36 months,http://sg-live-03.slatic.net/p/3/frg-leather-polish-wet-wipes-4s-5-boxes-6252-8183247-74926122d7c1ff97cf199120f105077c-product.jpg,0,housekeeping,
7388760,C30 Ergonomic Officer Chair with Metal Base (Green),Lazada,55,16,- Ergonomic design- Height adjustment- Suitable for seated work activities at home and office,http://sg-live-02.slatic.net/p/3/c30-ergonomic-officer-chair-with-metal-base-green-5387-0678837-596b89b32ff6135a3dbd5dc3d085e2aa-product.jpg,0,furniture,
7294741,Windy II PU Sofabed (Black) (Free Delivery),Lazada,105,54,- 6 Level adjustable backrest- Well-padded cushion- Convertible- Comfortable to lie into- Material: PU,http://sg-live-03.slatic.net/p/3/windy-ii-pu-sofabed-black-free-delivery-4639-1474927-0ef8ff407e55faa9cffd8b0bfdd5ac21-product.jpg,100,furniture,
7125018,3M Scotchgard Cleaners and Protectors - Carpet and Rug Protector,Lazada,16,10,- Triple action protection formula - repels spills  blocks\nstains and resists soiling- Most fresh spills clean up easily with just\nwater- Strong stain protection pushes spills away from\nfibers- Limits reappearing spots by neutralizing sticky residue\nthat other spray cleaners leave behind- Won\'t change the look or feel of carpet and\nrugs- 14 oz.,http://sg-live-03.slatic.net/p/3/3m-scotchgard-cleaners-and-protectors-carpet-and-rug-protector-4834-8105217-ed6510a82d90b004b3c5f1015e099e73-product.jpg,0,housekeeping,
7123712,Boss Chair Type A 338 (Red),Lazada,132,34,- Adjustable height- High-density cushion- Comfortable to seat in- Elegant design,http://sg-live-01.slatic.net/p/3/boss-chair-type-a-338-red-2095-2173217-9572efdf187e2b68629268827d8ad3ac-product.jpg,0,furniture,
7123702,4D Ergonomic Leather High Back Gaming Chair Racing Style PC/Computer Chair,Lazada,120,40,- Secretlab Throne Inspired- 180degree tilt- Adjustable height- Steel leg base- Integrated headrest- Adjustable armrest,http://sg-live-03.slatic.net/p/3/4d-ergonomic-leather-high-back-gaming-chair-racing-style-pc-computer-chair-7854-2073217-a8399e908aa87eac04e2c6531b341fb7-product.jpg,88,furniture,
7034275,Multi Hanger Clothes Drying Rack Dryer Airer,Lazada,49,45,-  \n Multifuncational Hanger  -  Loads up to 33 hangers-  Loading capacity: 15KGS  -  Easy storage through folding mechanism-  ,http://sg-live-01.slatic.net/p/3/multi-hanger-clothes-drying-rack-dryer-airer-9823-5724307-fcefe7108a9dc829a355b1510e203ec5-product.jpg,90,housekeeping,
6839973,Ergonomic Mesh High Back Office Chair Swivel/Tilt/Lumbar Support J24,Lazada,77,54,- Ergonomic office chair with contoured mesh back for\nbreathability- Pneumatic seat-height adjustment; padded seat for comfort- High quality Nylon base and Nylon casters for stability.- Adjustable height  tilt  tilt tension  arms  and lumbar\nsupport,http://sg-live-02.slatic.net/p/3/ergonomic-mesh-high-back-office-chair-swivel-tilt-lumbar-support-j24-0239-3799386-d11b52191cb6c697f312bbd85e94b71c-product.jpg,88,furniture,
6839930,4D Ergonomic Leather High Back Gaming Chair Racing Style PC/Computer Chair (Black&White),Lazada,120,40,- Secretlab Throne Inspired- 180degree tilt- Adjustable height- Steel leg base- Integrated headrest- Adjustable armrest,http://sg-live-03.slatic.net/p/3/4d-ergonomic-leather-high-back-gaming-chair-racing-style-pc-computer-chair-blackandamp-white-3484-0399386-10fc2afb41fb838115755c2e2842086f-product.jpg,90,furniture,
6355790,Daiyo 6 Way Elegant Surge Protector Power Extension Socket Strip with 3 Meter power Cord,Lazada,29,0,- 250V AC- 13A max- 3000 Watts max- Singapore Safety Mark,http://sg-live-01.slatic.net/p/3/daiyo-6-way-elegant-surge-protector-power-extension-socket-strip-with-3-meter-power-cord-1992-0975536-3c1a6cea5e2e71e922c86520801a5992-product.jpg,0,home-improvement,
6355254,3M Scotch-Brite Floor Care Products - Long Handle Dustpan,Lazada,10,0,- Durable and easy to use.- Ergonomic and strong design.- Italian thread for good cleaning.- very comfortable  don\'t need to bend to pick-up\ndirt.,http://sg-live-03.slatic.net/p/3/3m-scotch-brite-floor-care-products-long-handle-dustpan-4836-4525536-d0e7a0726d6c3c53efc1d3ad601c5df1-product.jpg,80,housekeeping,
6277986,Knit Wool Chair Table Leg Foot Sock Sleeve Cover Floor Protector(Khaki),Lazada,3,50,- Cute design goes with any decor - Beautiful and a decor for your chair and\ntable.- No noise  No scratch on floor.- Great for chairs  barstools  tables and sofas,http://sg-live-02.slatic.net/p/3/knit-wool-chair-table-leg-foot-sock-sleeve-cover-floor-protector-khaki-7950-6897726-f888a994b483dd9608629569dc708a26-product.jpg,0,home-improvement,
5938340,Titan Foldable Hand Truck Trolley 120kg,Lazada,59,44,- Durable- Foldable- Capacity: 120kg,http://sg-live-02.slatic.net/p/3/titan-foldable-hand-truck-trolley-120kg-5830-0438395-6e600fe4e84e308ca89c18e83f1ba5d1-product.jpg,0,home-improvement,
5581048,Cocotina 50pcs 25mm Mini Natural Wooden Clothes Photo Paper Peg Clothespin Craft Clips,Lazada,5,68,- Material: Wooden- Material: Wooden\nColor:natural- Size:(L)25mm/0.98\'\'X(W)4m/0.16\'\'(natural)- Light stable durable and multiduty.- All made of high quality wooden- You can also paint these pegs to the colours you like- The lovely clip use for photo paper clothing etc- Home or Garden Decorations,http://sg-live-01.slatic.net/p/3/cocotina-50pcs-25mm-mini-natural-wooden-clothes-photo-paper-peg-clothespin-craft-clips-0225-8401855-d2d59bb11dabfc4b74ade9e061cfbd69-product.jpg,0,housekeeping,
5310418,RFID TK4100 125KHz Proximity Door Control Entry Access EM card-0.9mm-10pcs,Lazada,6,31,- Features:- X10pcs RFID cards proximity door control access.- XEach card with a unique ID number  which is printed on the\ncard.- XSuitable for 125KHZ card reader and reading distance is 0 -\n10cm.- XWidely used at apartment  office  park and other places.- X100% brand new and high quality.- XRead only  not HID card.,http://sg-live-01.slatic.net/p/3/rfid-tk4100-125khz-proximity-door-control-entry-access-em-card-0-9mm-10pcs-2024-8140135-f01f63a15b86b934352d6164dc1e0e25-product.jpg,0,home-improvement,
4842726,Healthcare Anion Pressurized Water-saving Handheld Shower Head Nozzle New,Lazada,6,70,- With those magical anion mineral balls in it  it is no\nlonger just a shower head nozzle.- Anion mineral balls have the following\nfunctions:- Massage: pressurized body spa skincare;- Healthcare: Negative ions spa function;- Percolation: Material in-handle can effectively remove\nthe chlorine in tap water when bathing;- Environment protection: It is detachable and easy to\nclean;- Health bath essential  pressurize and saving water\n40%,http://sg-live-03.slatic.net/p/3/healthcare-anion-pressurized-water-saving-handheld-shower-head-nozzle-new-4064-6272484-73f1fb1b78b7b4d3cd621a9046c468d3-product.jpg,0,home-improvement,
4670025,Modern Chrome Pull Out Spray Swivel Mixer Kitchen Bathroom Basin Sink Tap Faucet,Lazada,71,54,- Faucet Height 500 mm- Faucet Type:Kitchen- Finish:Chrome- Number of Handles:2- Finish:Brass- Trigger Control Sprayer- Durable Solid Brass,http://sg-live-02.slatic.net/p/3/modern-chrome-pull-out-spray-swivel-mixer-kitchen-bathroom-basin-sink-tap-faucet-0328-5200764-0f94af8308735144ebb96ad37e022440-product.jpg,92,home-improvement,
4651221,Allwin Crystal Suction Cup Hook Sweep Broom Mop Pole Handle Holder Clip Home Clean (Red),Lazada,5,0,- 100% brand new- High quality.- Professional- Fast &free shipping,http://sg-live-01.slatic.net/p/3/allwin-crystal-suction-cup-hook-sweep-broom-mop-pole-handle-holder-clip-home-clean-red-7265-1221564-acc9619a517533e358303c2f1ba41861-product.jpg,0,housekeeping,
3800931,DICON Leather Cleaner Conditioner & Nourishing Cream,Lazada,12,31,- Keeps leather clean  conditioned & soft- Removes dirt & stains effectively- Conceals minor scratches- Restores original colour- Protects leather from weathering- Prolongs life of leather- Ideal for genuine leather & synthetic materials such\nas PVC & vinyl,http://sg-live-01.slatic.net/p/3/dicon-leather-cleaner-conditioner-andamp-nourishing-cream-5830-1390083-0ebf1ffd92250a9f1e394c588c4b2625-product.jpg,80,housekeeping,
3769106,UK Plug Digital Programmable Timer Socket Switch for Household Appliances Refrigerator Air Conditioner TV Electronic Devices,Lazada,15,54,- Digital Programmable Timer Socket Switch for Household\nAppliances Refrigerator Air Conditioner TV Electronic Devices- Regulate your energy costs and keep your home secure- Delivering convenient automation for household appliances- Set time to automatically switch on/off all kinds of electronic\ndevices- such as refrigerator  air conditioner  television,http://sg-live-02.slatic.net/p/2/uk-plug-digital-programmable-timer-socket-switch-for-household-appliances-refrigerator-air-conditioner-tv-electronic-devices-1208-6019673-ba30bd44fa4f6bddf6ce5f5b2fb1588c-product.jpg,0,home-improvement,
